timestamp,FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,longest_word,sld,len,subdomain,time_difference,packetsToSameDomain
2021-06-09 06:39:32.679343,51,47,0,29,19,4.334409048686644,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:32.731959,51,47,0,29,19,4.334409048686644,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052616,1,0
2021-06-09 06:39:32.833578,51,47,0,24,24,4.226374244680233,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:32.885640,51,47,0,24,24,4.226374244680233,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052062,1,0
2021-06-09 06:39:33.692680,51,47,0,32,16,3.9982277344174944,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:33.746069,51,47,0,32,16,3.9982277344174944,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053389,1,0
2021-06-09 06:39:33.847794,51,47,0,28,20,4.3272614413023245,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:33.899987,51,47,0,28,20,4.3272614413023245,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052193,1,0
2021-06-09 06:39:34.704611,51,47,0,28,20,4.090694155689175,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:34.757405,51,47,0,28,20,4.090694155689175,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052794,1,0
2021-06-09 06:39:34.859624,51,47,0,26,22,4.287539254067759,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:34.911419,51,47,0,26,22,4.287539254067759,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051795,1,0
2021-06-09 06:39:35.719686,51,47,0,29,19,4.395574058074169,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:35.771928,51,47,0,29,19,4.395574058074169,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052242,1,0
2021-06-09 06:39:35.874081,51,47,0,31,17,4.086271361783632,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:35.925595,51,47,0,31,17,4.086271361783632,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051514,1,0
2021-06-09 06:39:36.732377,51,47,0,29,19,4.13067650896972,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:36.785386,51,47,0,29,19,4.13067650896972,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053009,1,0
2021-06-09 06:39:36.887854,51,47,0,29,19,4.27077939186632,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:37.509104,51,47,0,29,19,4.27077939186632,3,3,34,16.333333333333332,0,0,49,1,0:00:00.621250,1,0
2021-06-09 06:39:37.762869,51,47,0,20,28,4.365970626616778,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:37.913914,51,47,0,31,17,4.257935822610367,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:37.916522,51,47,0,20,28,4.365970626616778,3,3,34,16.333333333333332,0,0,49,1,0:00:00.153653,1,0
2021-06-09 06:39:37.966141,51,47,0,31,17,4.257935822610367,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052227,1,0
2021-06-09 06:39:38.824995,51,47,0,27,21,4.274695684811806,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:38.877397,51,47,0,27,21,4.274695684811806,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052402,1,0
2021-06-09 06:39:38.979576,51,47,0,28,20,4.1775463035886045,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:39.032208,51,47,0,28,20,4.1775463035886045,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052632,1,0
2021-06-09 06:39:39.839351,51,47,0,26,22,4.365970626616778,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:39.892916,51,47,0,26,22,4.365970626616778,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053565,1,0
2021-06-09 06:39:39.994932,51,47,0,27,21,4.351168910888083,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:40.581233,51,47,0,27,21,4.351168910888083,3,3,34,16.333333333333332,0,0,49,1,0:00:00.586301,1,0
2021-06-09 06:39:40.883627,51,47,0,29,19,4.169578226008866,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:40.935053,51,47,0,29,19,4.169578226008866,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051426,1,0
2021-06-09 06:39:41.036988,51,47,0,24,24,4.3684352740495775,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:41.894280,51,47,0,25,23,4.360781165705202,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:41.897581,51,47,0,24,24,4.3684352740495775,3,3,34,16.333333333333332,0,0,49,1,0:00:00.860593,1,0
2021-06-09 06:39:41.946692,51,47,0,25,23,4.360781165705202,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052412,1,0
2021-06-09 06:39:42.098844,51,47,0,32,16,4.108220684896647,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:42.423036,51,47,0,32,16,4.108220684896647,3,3,34,16.333333333333332,0,0,49,1,0:00:00.324192,1,0
2021-06-09 06:39:42.977440,51,47,0,23,25,4.360781165705201,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:43.128052,51,47,0,30,18,4.27077939186632,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:43.133090,51,47,0,23,25,4.360781165705201,3,3,34,16.333333333333332,0,0,49,1,0:00:00.155650,1,0
2021-06-09 06:39:43.181687,51,47,0,30,18,4.27077939186632,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053635,1,0
2021-06-09 06:39:44.038866,51,47,0,29,19,4.279885145723382,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:44.091111,51,47,0,29,19,4.279885145723382,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052245,1,0
2021-06-09 06:39:44.193401,51,47,0,28,20,4.321565479430691,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:44.244764,51,47,0,28,20,4.321565479430691,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051363,1,0
2021-06-09 06:39:45.051768,51,47,0,30,18,4.255977676137625,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:45.202358,51,47,0,31,17,4.3094885771807725,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:45.206976,51,47,0,30,18,4.255977676137625,3,3,34,16.333333333333332,0,0,49,1,0:00:00.155208,1,0
2021-06-09 06:39:45.255353,51,47,0,31,17,4.3094885771807725,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052995,1,0
2021-06-09 06:39:46.114651,51,47,0,29,19,4.284760637399596,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:46.265495,51,47,0,25,23,4.30999507814083,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:46.268172,51,47,0,29,19,4.284760637399596,3,3,34,16.333333333333332,0,0,49,1,0:00:00.153521,1,0
2021-06-09 06:39:46.318220,51,47,0,25,23,4.30999507814083,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052725,1,0
2021-06-09 06:39:46.448451,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:30.479684,84,0
2021-06-09 06:39:46.451796,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:00.003345,85,0
2021-06-09 06:39:46.451943,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:00.000147,86,0
2021-06-09 06:39:46.452889,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:00.000946,87,0
2021-06-09 06:39:47.174775,51,47,0,23,25,4.289497400540501,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:47.229415,51,47,0,23,25,4.289497400540501,3,3,34,16.333333333333332,0,0,49,1,0:00:00.054640,1,0
2021-06-09 06:39:47.331367,51,47,0,26,22,4.358316518272401,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:47.384201,51,47,0,26,22,4.358316518272401,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052834,1,0
2021-06-09 06:39:48.191650,51,47,0,26,22,4.397532204546911,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:48.275153,51,47,0,26,22,4.397532204546911,3,3,34,16.333333333333332,0,0,49,1,0:00:00.083503,1,0
2021-06-09 06:39:48.376790,51,47,0,27,21,4.365970626616778,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:48.976783,51,47,0,27,21,4.365970626616778,3,3,34,16.333333333333332,0,0,49,1,0:00:00.599993,1,0
2021-06-09 06:39:49.279158,51,47,0,32,16,4.225867743720177,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:49.332371,51,47,0,32,16,4.225867743720177,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053213,1,0
2021-06-09 06:39:49.434725,51,47,0,31,17,4.176725833393185,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:50.291064,51,47,0,23,25,4.297151508884878,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:50.294644,51,47,0,31,17,4.176725833393185,3,3,34,16.333333333333332,0,0,49,1,0:00:00.859919,1,0
2021-06-09 06:39:50.343268,51,47,0,23,25,4.297151508884878,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052204,1,0
2021-06-09 06:39:50.495466,51,47,0,28,20,4.4180298821472395,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:51.025290,51,47,0,28,20,4.4180298821472395,3,3,34,16.333333333333332,0,0,49,1,0:00:00.529824,1,0
2021-06-09 06:39:51.377719,51,47,0,27,21,4.282349793156182,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:51.430579,51,47,0,27,21,4.282349793156182,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052860,1,0
2021-06-09 06:39:51.532619,51,47,0,29,19,4.2727375383390624,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:52.048847,51,47,0,29,19,4.2727375383390624,3,3,34,16.333333333333332,0,0,49,1,0:00:00.516228,1,0
2021-06-09 06:39:52.402252,51,47,0,28,20,4.257935822610367,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:52.553133,51,47,0,29,19,4.365150156421358,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:52.555847,51,47,0,28,20,4.257935822610367,3,3,34,16.333333333333332,0,0,49,1,0:00:00.153595,1,0
2021-06-09 06:39:52.605400,51,47,0,29,19,4.365150156421358,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052267,1,0
2021-06-09 06:39:53.462539,51,47,0,29,19,4.326754940342268,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:53.514989,51,47,0,29,19,4.326754940342268,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052450,1,0
2021-06-09 06:39:53.617442,51,47,0,28,20,4.390384597162592,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:53.669043,51,47,0,28,20,4.390384597162592,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051601,1,0
2021-06-09 06:39:54.475656,51,47,0,28,20,4.238711312976129,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:54.528005,51,47,0,28,20,4.238711312976129,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052349,1,0
2021-06-09 06:39:54.630158,51,47,0,30,18,4.299109655357619,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:54.682440,51,47,0,30,18,4.299109655357619,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052282,1,0
2021-06-09 06:39:55.489128,51,47,0,28,20,4.205876567079905,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:55.542670,51,47,0,28,20,4.205876567079905,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053542,1,0
2021-06-09 06:39:55.644995,51,47,0,27,21,4.121570755112657,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:55.697177,51,47,0,27,21,4.121570755112657,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052182,1,0
2021-06-09 06:39:56.502561,51,47,0,28,20,4.278433500210697,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:56.557286,51,47,0,28,20,4.278433500210697,3,3,34,16.333333333333332,0,0,49,1,0:00:00.054725,1,0
2021-06-09 06:39:56.659551,51,47,0,24,24,4.349210764415339,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:57.271993,51,47,0,24,24,4.349210764415339,3,3,34,16.333333333333332,0,0,49,1,0:00:00.612442,1,0
2021-06-09 06:39:57.524578,51,47,0,24,24,4.344021303503763,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:57.577774,51,47,0,24,24,4.344021303503763,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053196,1,0
2021-06-09 06:39:57.679779,51,47,0,26,22,4.380772342345473,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:57.731255,51,47,0,26,22,4.380772342345473,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051476,1,0
2021-06-09 06:39:58.539685,51,47,0,25,23,4.333902547726587,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:58.691171,51,47,0,28,20,4.390384597162592,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:58.694069,51,47,0,25,23,4.333902547726587,3,3,34,16.333333333333332,0,0,49,1,0:00:00.154384,1,0
2021-06-09 06:39:59.550811,51,47,0,28,20,4.321565479430691,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:59.555243,51,47,0,28,20,4.390384597162592,3,3,34,16.333333333333332,0,0,49,1,0:00:00.864072,1,0
2021-06-09 06:39:59.708006,51,47,0,24,24,4.349210764415339,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:39:59.711528,51,47,0,28,20,4.321565479430691,3,3,34,16.333333333333332,0,0,49,1,0:00:00.160717,1,0
2021-06-09 06:39:59.760496,51,47,0,24,24,4.349210764415339,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052490,1,0
2021-06-09 06:40:00.617566,51,47,0,27,21,4.272737538339063,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:00.670244,51,47,0,27,21,4.272737538339063,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052678,1,0
2021-06-09 06:40:00.773081,51,47,0,24,24,4.302340969796453,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:01.470032,51,47,0,24,24,4.302340969796453,3,3,34,16.333333333333332,0,0,49,1,0:00:00.696951,1,0
2021-06-09 06:40:01.672212,51,47,0,26,22,4.211066027991482,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:01.724747,51,47,0,26,22,4.211066027991482,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052535,1,0
2021-06-09 06:40:01.825795,51,47,0,29,19,4.243134106881672,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:02.494168,51,47,0,29,19,4.243134106881672,3,3,34,16.333333333333332,0,0,49,1,0:00:00.668373,1,0
2021-06-09 06:40:02.694904,51,47,0,26,22,4.317142685525149,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:02.747271,51,47,0,26,22,4.317142685525149,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052367,1,0
2021-06-09 06:40:02.847697,51,47,0,32,16,4.059078774569656,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:03.108369,51,47,0,32,16,4.059078774569656,3,3,34,16.333333333333332,0,0,49,1,0:00:00.260672,1,0
2021-06-09 06:40:03.709911,51,47,0,29,19,4.373118234001097,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:03.762493,51,47,0,29,19,4.373118234001097,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052582,1,0
2021-06-09 06:40:03.862971,51,47,0,25,23,4.341556656070963,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:04.714800,51,47,0,30,18,4.049466519752537,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:04.717703,51,47,0,25,23,4.341556656070963,3,3,34,16.333333333333332,0,0,49,1,0:00:00.854732,1,0
2021-06-09 06:40:04.868313,51,47,0,27,21,4.243134106881672,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:04.870912,51,47,0,30,18,4.049466519752537,3,3,34,16.333333333333332,0,0,49,1,0:00:00.156112,1,0
2021-06-09 06:40:04.920642,51,47,0,27,21,4.243134106881672,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052329,1,0
2021-06-09 06:40:05.772572,51,47,0,29,19,4.257935822610367,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:05.826662,51,47,0,29,19,4.257935822610367,3,3,34,16.333333333333332,0,0,49,1,0:00:00.054090,1,0
2021-06-09 06:40:05.927169,51,47,0,32,16,4.216255488903058,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:05.980151,51,47,0,32,16,4.216255488903058,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052982,1,0
2021-06-09 06:40:06.782097,51,47,0,29,19,4.25989396908311,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:06.834949,51,47,0,29,19,4.25989396908311,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052852,1,0
2021-06-09 06:40:06.936622,51,47,0,31,17,4.169892195244229,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:07.102556,51,47,0,31,17,4.169892195244229,3,3,34,16.333333333333332,0,0,49,1,0:00:00.165934,1,0
2021-06-09 06:40:07.809121,51,47,0,31,17,4.239217813936186,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:07.960573,51,47,0,26,22,4.287539254067759,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:07.963723,51,47,0,31,17,4.239217813936186,3,3,34,16.333333333333332,0,0,49,1,0:00:00.154602,1,0
2021-06-09 06:40:08.013438,51,47,0,26,22,4.287539254067759,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052865,1,0
2021-06-09 06:40:08.870708,51,47,0,29,19,4.240355490213509,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:08.924985,51,47,0,29,19,4.240355490213509,3,3,34,16.333333333333332,0,0,49,1,0:00:00.054277,1,0
2021-06-09 06:40:09.026942,51,47,0,30,18,4.145478224698413,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:09.882215,51,47,0,29,19,4.00506137256645,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:09.885280,51,47,0,30,18,4.145478224698413,3,3,34,16.333333333333332,0,0,49,1,0:00:00.858338,1,0
2021-06-09 06:40:09.934787,51,47,0,29,19,4.00506137256645,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052572,1,0
2021-06-09 06:40:10.086774,51,47,0,31,17,4.339598509598221,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:10.139807,51,47,0,31,17,4.339598509598221,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053033,1,0
2021-06-09 06:40:10.946785,51,47,0,20,28,4.380772342345473,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:11.098268,51,47,0,28,20,4.365970626616777,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:11.100534,51,47,0,20,28,4.380772342345473,3,3,34,16.333333333333332,0,0,49,1,0:00:00.153749,1,0
2021-06-09 06:40:11.505589,51,47,0,28,20,4.365970626616777,3,3,34,16.333333333333332,0,0,49,1,0:00:00.407321,1,0
2021-06-09 06:40:11.960139,51,47,0,24,24,4.2383973437407665,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:12.015291,51,47,0,24,24,4.2383973437407665,3,3,34,16.333333333333332,0,0,49,1,0:00:00.055152,1,0
2021-06-09 06:40:12.117174,51,47,0,24,24,4.291908244783914,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:12.169581,51,47,0,24,24,4.291908244783914,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052407,1,0
2021-06-09 06:40:12.976647,51,47,0,25,23,4.403228166418545,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:13.127327,51,47,0,27,21,4.2727375383390624,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:13.130345,51,47,0,25,23,4.403228166418545,3,3,34,16.333333333333332,0,0,49,1,0:00:00.153698,1,0
2021-06-09 06:40:13.179945,51,47,0,27,21,4.2727375383390624,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052618,1,0
2021-06-09 06:40:14.038380,51,47,0,28,20,4.263631784482,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:14.189418,51,47,0,27,21,4.306763763701996,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:14.193546,51,47,0,28,20,4.263631784482,3,3,34,16.333333333333332,0,0,49,1,0:00:00.155166,1,0
2021-06-09 06:40:15.051299,51,47,0,26,22,4.429600283437102,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:15.054834,51,47,0,27,21,4.306763763701996,3,3,34,16.333333333333332,0,0,49,1,0:00:00.865416,1,0
2021-06-09 06:40:15.103764,51,47,0,26,22,4.429600283437102,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052465,1,0
2021-06-09 06:40:15.255997,51,47,0,27,21,4.109864862134027,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:15.308465,51,47,0,27,21,4.109864862134027,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052468,1,0
2021-06-09 06:40:16.116227,51,47,0,27,21,4.47596357709593,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:16.168791,51,47,0,27,21,4.47596357709593,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052564,1,0
2021-06-09 06:40:16.270421,51,47,0,26,22,4.3415566560709635,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:16.322002,51,47,0,26,22,4.3415566560709635,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051581,1,0
2021-06-09 06:40:16.949599,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:30.496710,88,0
2021-06-09 06:40:16.953195,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:00.003596,89,0
2021-06-09 06:40:16.953321,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:00.000126,90,0
2021-06-09 06:40:16.955514,13,9,0,11,0,3.0269868333592873,2,3,6,3.6666666666666665,0,0,11,1,0:00:00.002193,91,0
2021-06-09 06:40:17.128524,51,47,0,28,20,4.2475030975978285,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:17.279498,51,47,0,25,23,4.351168910888083,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:17.282411,51,47,0,28,20,4.2475030975978285,3,3,34,16.333333333333332,0,0,49,1,0:00:00.153887,1,0
2021-06-09 06:40:17.332544,51,47,0,25,23,4.351168910888083,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053046,1,0
2021-06-09 06:40:18.189960,51,47,0,27,21,4.311953224613572,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:18.341445,51,47,0,29,19,4.386468304217106,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:18.347193,51,47,0,27,21,4.311953224613572,3,3,34,16.333333333333332,0,0,49,1,0:00:00.157233,1,0
2021-06-09 06:40:18.393619,51,47,0,29,19,4.386468304217106,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052174,1,0
2021-06-09 06:40:19.250978,51,47,0,28,20,4.270272890906263,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:19.303307,51,47,0,28,20,4.270272890906263,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052329,1,0
2021-06-09 06:40:19.405327,51,47,0,29,19,4.351168910888083,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:19.904173,51,47,0,29,19,4.351168910888083,3,3,34,16.333333333333332,0,0,49,1,0:00:00.498846,1,0
2021-06-09 06:40:20.308211,51,47,0,29,19,4.324796793869525,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:20.459598,51,47,0,27,21,4.23156370559181,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:20.464849,51,47,0,29,19,4.324796793869525,3,3,34,16.333333333333332,0,0,49,1,0:00:00.156638,1,0
2021-06-09 06:40:20.514145,51,47,0,27,21,4.23156370559181,3,3,34,16.333333333333332,0,0,49,1,0:00:00.054547,1,0
2021-06-09 06:40:21.371702,51,47,0,29,19,4.375582881433896,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:21.425060,51,47,0,29,19,4.375582881433896,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053358,1,0
2021-06-09 06:40:21.526880,51,47,0,27,21,4.3640124801440345,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:21.578843,51,47,0,27,21,4.3640124801440345,3,3,34,16.333333333333332,0,0,49,1,0:00:00.051963,1,0
2021-06-09 06:40:22.386101,51,47,0,29,19,4.268821245393577,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:22.439356,51,47,0,29,19,4.268821245393577,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053255,1,0
2021-06-09 06:40:22.541082,51,47,0,28,20,4.263125283521943,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:22.595228,51,47,0,28,20,4.263125283521943,3,3,34,16.333333333333332,0,0,49,1,0:00:00.054146,1,0
2021-06-09 06:40:23.402377,51,47,0,29,19,4.1550904795155335,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:23.455430,51,47,0,29,19,4.1550904795155335,3,3,34,16.333333333333332,0,0,49,1,0:00:00.053053,1,0
2021-06-09 06:40:23.557453,51,47,0,31,17,4.23156370559181,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:23.609547,51,47,0,31,17,4.23156370559181,3,3,34,16.333333333333332,0,0,49,1,0:00:00.052094,1,0
2021-06-09 06:40:24.416541,51,47,0,30,18,4.295193362412134,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:24.567731,51,47,0,28,20,4.233521852064553,3,3,34,16.333333333333332,0,0,49,1,0,0,0
2021-06-09 06:40:24.571000,51,47,0,30,18,4.295193362412134,3,3,34,16.333333333333332,0,0,49,1,0:00:00.154459,1,0
