"timestamp,FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,longest_word,sld,len,subdomain,time_difference,packetsToSameDomain"
"2021-03-30 01:15:19.274973,72,56,0,59,10,4.363022828827345,3,4,29,17.25,0,0,69,1,0:00:00.194213,1,0"
"2021-03-30 01:15:19.301649,72,56,0,57,12,4.298503828920849,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:19.487612,72,56,0,57,12,4.298503828920849,3,4,29,17.25,0,0,69,1,0:00:00.185963,1,0"
"2021-03-30 01:15:19.520202,72,56,0,56,13,4.318755383176419,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:19.833692,72,56,0,56,13,4.318755383176419,3,4,29,17.25,0,0,69,1,0:00:00.313490,1,0"
"2021-03-30 01:15:19.880092,72,56,0,64,5,4.323373481990214,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:20.143511,72,56,0,64,5,4.323373481990214,3,4,29,17.25,0,0,69,1,0:00:00.263419,1,0"
"2021-03-30 01:15:20.175723,72,56,0,64,5,4.257068067292544,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:20.450828,72,56,0,64,5,4.257068067292544,3,4,29,17.25,0,0,69,1,0:00:00.275105,1,0"
"2021-03-30 01:15:20.472475,72,56,0,63,6,4.26351797627463,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:20.757952,72,56,0,63,6,4.26351797627463,3,4,29,17.25,0,0,69,1,0:00:00.285477,1,0"
"2021-03-30 01:15:20.784327,72,56,0,65,4,4.242548878992312,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:21.066986,72,56,0,65,4,4.242548878992312,3,4,29,17.25,0,0,69,1,0:00:00.282659,1,0"
"2021-03-30 01:15:21.112370,72,56,0,59,10,4.2652637682061965,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:21.372308,72,56,0,59,10,4.2652637682061965,3,4,29,17.25,0,0,69,1,0:00:00.259938,1,0"
"2021-03-30 01:15:21.394136,72,56,0,64,5,4.343574835835244,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:21.587192,72,56,0,64,5,4.343574835835244,3,4,29,17.25,0,0,69,1,0:00:00.193056,1,0"
"2021-03-30 01:15:21.627076,72,56,0,58,11,4.3465331609541975,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:22.031204,72,56,0,58,11,4.3465331609541975,3,4,29,17.25,0,0,69,1,0:00:00.404128,1,0"
"2021-03-30 01:15:22.051009,72,56,0,61,8,4.338153175757978,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:22.259306,72,56,0,61,8,4.338153175757978,3,4,29,17.25,0,0,69,1,0:00:00.208297,1,0"
"2021-03-30 01:15:22.299962,72,56,0,65,4,4.251328258561512,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:15:22.492077,72,56,0,65,4,4.251328258561512,3,4,29,17.25,0,0,69,1,0:00:00.192115,1,0"
"2021-03-30 01:16:51.083429,184,70,0,160,18,4.787136973713338,6,7,36,25.428571428571427,0,0,178,1,0,0,0"
"2021-03-30 01:16:51.100017,184,70,0,160,18,4.787136973713338,6,7,36,25.428571428571427,0,0,178,1,0:00:00.016588,1,0"
"2021-03-30 01:16:51.101080,175,61,0,146,22,4.875214788987941,7,8,36,21.0,0,0,168,1,0,0,0"
"2021-03-30 01:16:51.304869,175,61,0,146,22,4.875214788987941,7,8,36,21.0,0,0,168,1,0:00:00.203789,1,0"
"2021-03-30 01:16:51.520772,160,66,0,135,19,4.7934787592783925,6,7,39,22.0,0,0,154,1,0,0,0"
"2021-03-30 01:16:51.588504,160,66,0,135,19,4.7934787592783925,6,7,39,22.0,0,0,154,1,0:00:00.067732,1,0"
"2021-03-30 01:16:51.803403,66,50,0,58,5,4.288130437567015,3,4,26,15.75,0,0,63,1,0,0,0"
"2021-03-30 01:16:51.901069,66,50,0,58,5,4.288130437567015,3,4,26,15.75,0,0,63,1,0:00:00.097666,1,0"
"2021-03-30 01:16:52.131455,72,56,0,63,6,4.26351797627463,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:52.205370,72,56,0,63,6,4.26351797627463,3,4,29,17.25,0,0,69,1,0:00:00.073915,1,0"
"2021-03-30 01:16:52.413439,72,56,0,58,11,4.2201927612918,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:52.510377,72,56,0,58,11,4.2201927612918,3,4,29,17.25,0,0,69,1,0:00:00.096938,1,0"
"2021-03-30 01:16:52.739548,72,56,0,59,10,4.346851309607963,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:52.794283,72,56,0,59,10,4.346851309607963,3,4,29,17.25,0,0,69,1,0:00:00.054735,1,0"
"2021-03-30 01:16:53.006235,72,56,0,61,8,4.171445886231703,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:53.019722,72,56,0,61,8,4.171445886231703,3,4,29,17.25,0,0,69,1,0:00:00.013487,1,0"
"2021-03-30 01:16:53.239424,72,56,0,58,11,4.2147711012145335,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:53.254387,72,56,0,58,11,4.2147711012145335,3,4,29,17.25,0,0,69,1,0:00:00.014963,1,0"
"2021-03-30 01:16:53.489502,72,56,0,59,10,4.262656771824922,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:53.534297,72,56,0,59,10,4.262656771824922,3,4,29,17.25,0,0,69,1,0:00:00.044795,1,0"
"2021-03-30 01:16:53.755468,72,56,0,64,5,4.245906598484246,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:53.841356,72,56,0,64,5,4.245906598484246,3,4,29,17.25,0,0,69,1,0:00:00.085888,1,0"
"2021-03-30 01:16:54.053647,72,56,0,59,10,4.184745098568856,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:54.067969,72,56,0,59,10,4.184745098568856,3,4,29,17.25,0,0,69,1,0:00:00.014322,1,0"
"2021-03-30 01:16:54.302253,72,56,0,61,8,4.189578810659598,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:54.456909,72,56,0,61,8,4.189578810659598,3,4,29,17.25,0,0,69,1,0:00:00.154656,1,0"
"2021-03-30 01:16:54.678111,72,56,0,60,9,4.413290808177659,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:54.763220,72,56,0,60,9,4.413290808177659,3,4,29,17.25,0,0,69,1,0:00:00.085109,1,0"
"2021-03-30 01:16:54.974252,72,56,0,62,7,4.286232865488516,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:55.030865,72,56,0,62,7,4.286232865488516,3,4,29,17.25,0,0,69,1,0:00:00.056613,1,0"
"2021-03-30 01:16:55.255793,72,56,0,60,9,4.324177043253687,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:55.256265,72,56,0,60,9,4.324177043253687,3,4,29,17.25,0,0,69,1,0:00:00.000472,1,0"
"2021-03-30 01:16:55.257052,72,56,0,61,8,4.4041932799546935,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:55.478774,72,56,0,61,8,4.4041932799546935,3,4,29,17.25,0,0,69,1,0:00:00.221722,1,0"
"2021-03-30 01:16:55.479700,72,56,0,58,11,4.509263454007634,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:55.686745,72,56,0,58,11,4.509263454007634,3,4,29,17.25,0,0,69,1,0:00:00.207045,1,0"
"2021-03-30 01:16:55.687737,72,56,0,60,9,4.346533160954197,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:55.908612,72,56,0,60,9,4.346533160954197,3,4,29,17.25,0,0,69,1,0:00:00.220875,1,0"
"2021-03-30 01:16:56.131674,72,56,0,59,10,4.399130391390801,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:56.196540,72,56,0,59,10,4.399130391390801,3,4,29,17.25,0,0,69,1,0:00:00.064866,1,0"
"2021-03-30 01:16:56.413620,72,56,0,61,8,4.297786285894102,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:56.505001,72,56,0,61,8,4.297786285894102,3,4,29,17.25,0,0,69,1,0:00:00.091381,1,0"
"2021-03-30 01:16:56.739601,72,56,0,55,14,4.300075133621608,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:56.810876,72,56,0,55,14,4.300075133621608,3,4,29,17.25,0,0,69,1,0:00:00.071275,1,0"
"2021-03-30 01:16:57.022114,72,56,0,60,9,4.402806259536501,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:57.030137,72,56,0,60,9,4.402806259536501,3,4,29,17.25,0,0,69,1,0:00:00.008023,1,0"
"2021-03-30 01:16:58.286081,72,56,0,60,9,4.247970539069578,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:58.386925,72,56,0,60,9,4.247970539069578,3,4,29,17.25,0,0,69,1,0:00:00.100844,1,0"
"2021-03-30 01:16:58.614858,182,47,0,153,22,4.8551767841838815,7,8,37,21.875,0,0,175,1,0,0,0"
"2021-03-30 01:16:58.654276,182,47,0,153,22,4.8551767841838815,7,8,37,21.875,0,0,175,1,0:00:00.039418,1,0"
"2021-03-30 01:16:58.655276,174,47,0,145,22,4.89724970282212,7,8,32,20.875,0,0,167,1,0,0,0"
"2021-03-30 01:16:58.855960,174,47,0,145,22,4.89724970282212,7,8,32,20.875,0,0,167,1,0:00:00.200684,1,0"
"2021-03-30 01:16:59.084303,165,47,0,144,15,4.716666577580526,6,7,37,22.714285714285715,0,0,159,1,0,0,0"
"2021-03-30 01:16:59.166425,165,47,0,144,15,4.716666577580526,6,7,37,22.714285714285715,0,0,159,1,0:00:00.082122,1,0"
"2021-03-30 01:16:59.411514,66,50,0,56,7,4.444354379560803,3,4,26,15.75,0,0,63,1,0,0,0"
"2021-03-30 01:16:59.473322,66,50,0,56,7,4.444354379560803,3,4,26,15.75,0,0,63,1,0:00:00.061808,1,0"
"2021-03-30 01:16:59.709337,72,56,0,63,6,4.25984210812893,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:16:59.780599,72,56,0,63,6,4.25984210812893,3,4,29,17.25,0,0,69,1,0:00:00.071262,1,0"
"2021-03-30 01:17:00.006271,72,56,0,62,7,4.1798664942875305,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:00.018918,72,56,0,62,7,4.1798664942875305,3,4,29,17.25,0,0,69,1,0:00:00.012647,1,0"
"2021-03-30 01:17:00.255344,72,56,0,62,7,4.192940799482509,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:00.258147,72,56,0,62,7,4.192940799482509,3,4,29,17.25,0,0,69,1,0:00:00.002803,1,0"
"2021-03-30 01:17:00.259603,72,56,0,57,12,4.139086143667935,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:00.477254,72,56,0,57,12,4.139086143667935,3,4,29,17.25,0,0,69,1,0:00:00.217651,1,0"
"2021-03-30 01:17:00.694190,72,56,0,62,7,4.163194834898115,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:00.804887,72,56,0,62,7,4.163194834898115,3,4,29,17.25,0,0,69,1,0:00:00.110697,1,0"
"2021-03-30 01:17:01.022757,72,56,0,60,9,4.36996559319483,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:01.111937,72,56,0,60,9,4.36996559319483,3,4,29,17.25,0,0,69,1,0:00:00.089180,1,0"
"2021-03-30 01:17:01.334272,72,56,0,60,9,4.199448571151656,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:01.419299,72,56,0,60,9,4.199448571151656,3,4,29,17.25,0,0,69,1,0:00:00.085027,1,0"
"2021-03-30 01:17:01.630804,72,56,0,63,6,4.438779738227929,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:01.726337,72,56,0,63,6,4.438779738227929,3,4,29,17.25,0,0,69,1,0:00:00.095533,1,0"
"2021-03-30 01:17:01.959690,72,56,0,60,9,4.414677828595853,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:02.033387,72,56,0,60,9,4.414677828595853,3,4,29,17.25,0,0,69,1,0:00:00.073697,1,0"
"2021-03-30 01:17:02.034450,72,56,0,59,10,4.31875538317642,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:02.250852,72,56,0,59,10,4.31875538317642,3,4,29,17.25,0,0,69,1,0:00:00.216402,1,0"
"2021-03-30 01:17:02.459823,72,56,0,57,12,4.383408466954941,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:02.482943,72,56,0,57,12,4.383408466954941,3,4,29,17.25,0,0,69,1,0:00:00.023120,1,0"
"2021-03-30 01:17:05.739693,72,56,0,62,7,4.305312509416307,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:06.499719,72,56,0,62,7,4.305312509416307,3,4,29,17.25,0,0,69,1,0:00:00.760026,1,0"
"2021-03-30 01:17:06.500588,72,56,0,61,8,4.348637724399137,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:06.700712,72,56,0,61,8,4.348637724399137,3,4,29,17.25,0,0,69,1,0:00:00.200124,1,0"
"2021-03-30 01:17:06.701689,72,56,0,59,10,4.336766155339785,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:06.911395,72,56,0,59,10,4.336766155339785,3,4,29,17.25,0,0,69,1,0:00:00.209706,1,0"
"2021-03-30 01:17:06.912384,72,56,0,61,8,4.265263768206196,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:07.120670,72,56,0,61,8,4.265263768206196,3,4,29,17.25,0,0,69,1,0:00:00.208286,1,0"
"2021-03-30 01:17:07.334209,72,56,0,58,11,4.224937501201927,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:07.354495,72,56,0,58,11,4.224937501201927,3,4,29,17.25,0,0,69,1,0:00:00.020286,1,0"
"2021-03-30 01:17:07.584811,72,56,0,60,9,4.294827960775149,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:07.665637,72,56,0,60,9,4.294827960775149,3,4,29,17.25,0,0,69,1,0:00:00.080826,1,0"
"2021-03-30 01:17:07.881772,72,56,0,60,9,4.447877266450896,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:07.972832,72,56,0,60,9,4.447877266450896,3,4,29,17.25,0,0,69,1,0:00:00.091060,1,0"
"2021-03-30 01:17:07.974170,72,56,0,59,10,4.1942013983051964,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:08.177880,72,56,0,59,10,4.1942013983051964,3,4,29,17.25,0,0,69,1,0:00:00.203710,1,0"
"2021-03-30 01:17:08.396947,72,56,0,60,9,4.276147711220338,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:08.399888,72,56,0,60,9,4.276147711220338,3,4,29,17.25,0,0,69,1,0:00:00.002941,1,0"
"2021-03-30 01:17:08.631362,183,63,0,152,24,4.844574935530847,7,8,33,22.0,0,0,176,1,0,0,0"
"2021-03-30 01:17:08.637771,183,63,0,152,24,4.844574935530847,7,8,33,22.0,0,0,176,1,0:00:00.006409,1,0"
"2021-03-30 01:17:08.865101,179,64,0,150,23,4.895808609966488,6,7,35,24.714285714285715,0,0,173,1,0,0,0"
"2021-03-30 01:17:08.894469,179,64,0,150,23,4.895808609966488,6,7,35,24.714285714285715,0,0,173,1,0:00:00.029368,1,0"
"2021-03-30 01:17:09.115633,157,61,0,134,17,4.76581603485682,6,7,35,21.571428571428573,0,0,151,1,0,0,0"
"2021-03-30 01:17:09.201708,157,61,0,134,17,4.76581603485682,6,7,35,21.571428571428573,0,0,151,1,0:00:00.086075,1,0"
"2021-03-30 01:17:09.411613,66,50,0,54,9,4.547515520578588,3,4,26,15.75,0,0,63,1,0,0,0"
"2021-03-30 01:17:09.508882,66,50,0,54,9,4.547515520578588,3,4,26,15.75,0,0,63,1,0:00:00.097269,1,0"
"2021-03-30 01:17:09.726184,72,56,0,59,10,4.269465452320382,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:09.763720,72,56,0,59,10,4.269465452320382,3,4,29,17.25,0,0,69,1,0:00:00.037536,1,0"
"2021-03-30 01:17:09.976649,72,56,0,60,9,4.318755383176419,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:10.005270,72,56,0,60,9,4.318755383176419,3,4,29,17.25,0,0,69,1,0:00:00.028621,1,0"
"2021-03-30 01:17:10.224856,72,56,0,60,9,4.402406865163519,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:10.260764,72,56,0,60,9,4.402406865163519,3,4,29,17.25,0,0,69,1,0:00:00.035908,1,0"
"2021-03-30 01:17:10.262019,72,56,0,60,9,4.223868629437499,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:10.468554,72,56,0,60,9,4.223868629437499,3,4,29,17.25,0,0,69,1,0:00:00.206535,1,0"
"2021-03-30 01:17:10.678112,72,56,0,61,8,4.062920262343435,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:10.767042,72,56,0,61,8,4.062920262343435,3,4,29,17.25,0,0,69,1,0:00:00.088930,1,0"
"2021-03-30 01:17:10.990158,72,56,0,58,11,4.376415502176915,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:11.004875,72,56,0,58,11,4.376415502176915,3,4,29,17.25,0,0,69,1,0:00:00.014717,1,0"
"2021-03-30 01:17:11.225969,72,56,0,64,5,4.287301737252942,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:11.226599,72,56,0,64,5,4.287301737252942,3,4,29,17.25,0,0,69,1,0:00:00.000630,1,0"
"2021-03-30 01:17:11.227672,72,56,0,60,9,4.248369933442559,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:11.454469,72,56,0,60,9,4.248369933442559,3,4,29,17.25,0,0,69,1,0:00:00.226797,1,0"
"2021-03-30 01:17:11.663677,72,56,0,62,7,4.318755383176419,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:11.677418,72,56,0,62,7,4.318755383176419,3,4,29,17.25,0,0,69,1,0:00:00.013741,1,0"
"2021-03-30 01:17:11.896890,72,56,0,61,8,4.279106036339289,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:11.966508,72,56,0,61,8,4.279106036339289,3,4,29,17.25,0,0,69,1,0:00:00.069618,1,0"
"2021-03-30 01:17:12.193003,72,56,0,54,15,4.294827960775148,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:12.282912,72,56,0,54,15,4.294827960775148,3,4,29,17.25,0,0,69,1,0:00:00.089909,1,0"
"2021-03-30 01:17:12.505368,72,56,0,62,7,4.351954821031464,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:12.581549,72,56,0,62,7,4.351954821031464,3,4,29,17.25,0,0,69,1,0:00:00.076181,1,0"
"2021-03-30 01:17:12.787423,72,56,0,62,7,4.205453690383644,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:12.888249,72,56,0,62,7,4.205453690383644,3,4,29,17.25,0,0,69,1,0:00:00.100826,1,0"
"2021-03-30 01:17:13.114708,72,56,0,63,6,4.164637205736244,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:13.156332,72,56,0,63,6,4.164637205736244,3,4,29,17.25,0,0,69,1,0:00:00.041624,1,0"
"2021-03-30 01:17:13.157224,72,56,0,62,7,4.219205135246588,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:13.373104,72,56,0,62,7,4.219205135246588,3,4,29,17.25,0,0,69,1,0:00:00.215880,1,0"
"2021-03-30 01:17:13.585024,72,56,0,62,7,4.280629433395807,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:13.592653,72,56,0,62,7,4.280629433395807,3,4,29,17.25,0,0,69,1,0:00:00.007629,1,0"
"2021-03-30 01:17:13.803491,72,56,0,62,7,4.2582733156952965,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:13.953185,72,56,0,62,7,4.2582733156952965,3,4,29,17.25,0,0,69,1,0:00:00.149694,1,0"
"2021-03-30 01:17:14.163541,72,56,0,62,7,4.3991303913908,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:14.318426,72,56,0,62,7,4.3991303913908,3,4,29,17.25,0,0,69,1,0:00:00.154885,1,0"
"2021-03-30 01:17:14.552944,72,56,0,61,8,4.185424531003122,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:14.649136,72,56,0,61,8,4.185424531003122,3,4,29,17.25,0,0,69,1,0:00:00.096192,1,0"
"2021-03-30 01:17:14.864994,72,56,0,58,11,4.258136939056971,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:15.035393,72,56,0,58,11,4.258136939056971,3,4,29,17.25,0,0,69,1,0:00:00.170399,1,0"
"2021-03-30 01:17:15.256396,181,72,0,154,21,4.844444421948843,6,7,36,25.0,0,0,175,1,0,0,0"
"2021-03-30 01:17:15.375871,181,72,0,154,21,4.844444421948843,6,7,36,25.0,0,0,175,1,0:00:00.119475,1,0"
"2021-03-30 01:17:15.585274,185,69,0,157,21,4.8805629505714325,7,8,35,22.25,0,0,178,1,0,0,0"
"2021-03-30 01:17:15.705908,185,69,0,157,21,4.8805629505714325,7,8,35,22.25,0,0,178,1,0:00:00.120634,1,0"
"2021-03-30 01:17:15.928877,154,65,0,136,12,4.742991088640943,6,7,34,21.142857142857142,0,0,148,1,0,0,0"
"2021-03-30 01:17:16.068480,154,65,0,136,12,4.742991088640943,6,7,34,21.142857142857142,0,0,148,1,0:00:00.139603,1,0"
"2021-03-30 01:17:16.304869,66,50,0,52,11,4.449178778219905,3,4,26,15.75,0,0,63,1,0,0,0"
"2021-03-30 01:17:16.432960,66,50,0,52,11,4.449178778219905,3,4,26,15.75,0,0,63,1,0:00:00.128091,1,0"
"2021-03-30 01:17:16.662277,72,56,0,60,9,4.268939636351896,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:16.761821,72,56,0,60,9,4.268939636351896,3,4,29,17.25,0,0,69,1,0:00:00.099544,1,0"
"2021-03-30 01:17:16.974431,72,56,0,60,9,4.402088716509753,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:17.016765,72,56,0,60,9,4.402088716509753,3,4,29,17.25,0,0,69,1,0:00:00.042334,1,0"
"2021-03-30 01:17:17.017881,72,56,0,60,9,4.263199827620864,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:17.223159,72,56,0,60,9,4.263199827620864,3,4,29,17.25,0,0,69,1,0:00:00.205278,1,0"
"2021-03-30 01:17:17.224280,72,56,0,59,10,4.255305035533523,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:17.420567,72,56,0,59,10,4.255305035533523,3,4,29,17.25,0,0,69,1,0:00:00.196287,1,0"
"2021-03-30 01:17:17.421623,72,56,0,62,7,4.21338408079634,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:17.632114,72,56,0,62,7,4.21338408079634,3,4,29,17.25,0,0,69,1,0:00:00.210491,1,0"
"2021-03-30 01:17:17.849017,72,56,0,62,7,4.336766155339785,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:17.905926,72,56,0,62,7,4.336766155339785,3,4,29,17.25,0,0,69,1,0:00:00.056909,1,0"
"2021-03-30 01:17:18.115518,72,56,0,61,8,4.234752572451641,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:18.213051,72,56,0,61,8,4.234752572451641,3,4,29,17.25,0,0,69,1,0:00:00.097533,1,0"
"2021-03-30 01:17:18.214133,72,56,0,57,12,4.3871247384594225,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:18.421165,72,56,0,57,12,4.3871247384594225,3,4,29,17.25,0,0,69,1,0:00:00.207032,1,0"
"2021-03-30 01:17:18.662274,72,56,0,63,6,4.377542017127578,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:18.919494,72,56,0,63,6,4.377542017127578,3,4,29,17.25,0,0,69,1,0:00:00.257220,1,0"
"2021-03-30 01:17:19.131251,72,56,0,62,7,4.130576563431493,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:19.162832,72,56,0,62,7,4.130576563431493,3,4,29,17.25,0,0,69,1,0:00:00.031581,1,0"
"2021-03-30 01:17:19.397076,72,56,0,61,8,4.371352613613022,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:20.031129,72,56,0,61,8,4.371352613613022,3,4,29,17.25,0,0,69,1,0:00:00.634053,1,0"
"2021-03-30 01:17:20.240736,72,56,0,63,6,4.351954821031463,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:20.262050,72,56,0,63,6,4.351954821031463,3,4,29,17.25,0,0,69,1,0:00:00.021314,1,0"
"2021-03-30 01:17:20.475569,72,56,0,58,11,4.3224312513221195,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:20.499769,72,56,0,58,11,4.3224312513221195,3,4,29,17.25,0,0,69,1,0:00:00.024200,1,0"
"2021-03-30 01:17:20.709615,72,56,0,65,4,4.234035029424893,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:20.774538,72,56,0,65,4,4.234035029424893,3,4,29,17.25,0,0,69,1,0:00:00.064923,1,0"
"2021-03-30 01:17:21.006413,72,56,0,64,5,4.366698696973044,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:21.031949,72,56,0,64,5,4.366698696973044,3,4,29,17.25,0,0,69,1,0:00:00.025536,1,0"
"2021-03-30 01:17:21.240927,72,56,0,65,4,4.204685946946355,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:21.249199,72,56,0,65,4,4.204685946946355,3,4,29,17.25,0,0,69,1,0:00:00.008272,1,0"
"2021-03-30 01:17:21.250291,72,56,0,62,7,4.425162377237012,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:21.456031,72,56,0,62,7,4.425162377237012,3,4,29,17.25,0,0,69,1,0:00:00.205740,1,0"
"2021-03-30 01:17:21.662480,72,56,0,59,10,4.493716016802582,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:21.694986,72,56,0,59,10,4.493716016802582,3,4,29,17.25,0,0,69,1,0:00:00.032506,1,0"
"2021-03-30 01:17:21.913020,72,56,0,59,10,4.4185783843829,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:22.002129,72,56,0,59,10,4.4185783843829,3,4,29,17.25,0,0,69,1,0:00:00.089109,1,0"
"2021-03-30 01:17:22.210496,72,56,0,60,9,4.3165648014947555,3,4,29,17.25,0,0,69,1,0,0,0"
"2021-03-30 01:17:22.309301,72,56,0,60,9,4.3165648014947555,3,4,29,17.25,0,0,69,1,0:00:00.098805,1,0"
"2021-03-30 01:17:22.310487,190,49,0,162,21,4.834816978073945,7,8,38,22.875,0,0,183,1,0,0,0"
"2021-03-30 01:17:22.518861,190,49,0,162,21,4.834816978073945,7,8,38,22.875,0,0,183,1,0:00:00.208374,1,0"
"2021-03-30 01:17:22.724929,179,56,0,152,20,4.890937687223903,7,8,29,21.5,0,0,172,1,0,0,0"
